ID,Data,Ativo,Tempo,Previsão,Vela,P. ABRT,P. FECH,Valor,Estornado,Executado,Status,Resultado
68910008b6faf0bd9282,2022-11-07T21:40:22.408000+00:00,BTCUSDT,M1,BULL,21:41,$ 19964.9964,$ 19985.7947,$ 50,$ 0,$ 50,WIN,45.38
68910003de3f3b6303c8,2022-11-08T10:22:54.240000+00:00,ETHUSDT,M1,BULL,10:23,$ 1279.3428,$ 1287.8717,$ 10,$ 0,$ 10,WIN,8.01
689100040b20913f21a0,2022-11-08T18:16:16.078000+00:00,BTCUSDT,M1,BULL,18:17,$ 19842.5384,$ 19913.2887,$ 30,$ 0,$ 30,WIN,26.57
689100074c12d6226c22,2022-11-08T18:53:50.462000+00:00,ETHUSDT,M1,BULL,18:54,$ 1254.9537,$ 1262.7373,$ 12,$ 0,$ 12,WIN,10.69
6891000c19b0acdcf8fe,2022-11-09T08:03:55.976000+00:00,BTCUSDT,M1,BULL,08:04,$ 19830.1618,$ 19984.8711,$ 10,$ 0,$ 10,WIN,8.60
6891001e931e6430ddbd,2022-11-09T11:25:39.112000+00:00,BTCUSDT,M1,BEAR,11:26,$ 20040.3901,$ 20171.0374,$ 8,$ 0,$ 8,LOSE,-8.00
6891000b37e790813166,2022-11-09T16:14:37.560000+00:00,BTCUSDT,M1,BEAR,16:15,$ 19771.3594,$ 19716.5494,$ 50,$ 0,$ 50,WIN,42.20
68910006409d910f415b,2022-11-10T13:33:07.952000+00:00,ETHUSDT,M1,BEAR,13:34,$ 1266.7287,$ 1264.3326,$ 8,$ 0,$ 8,WIN,6.41
6891000a2c41ec626899,2022-11-10T16:17:12.351000+00:00,ETHUSDT,M1,BEAR,16:18,$ 1262.4300,$ 1265.5615,$ 25,$ 0,$ 25,LOSE,-25.00
6891001d210ce668a545,2022-11-10T16:50:17.574000+00:00,ETHUSDT,M1,BULL,16:51,$ 1251.8361,$ 1249.5599,$ 40,$ 0,$ 40,LOSE,-40.00
6891001bc73b97e4deeb,2022-11-20T10:14:40.115000+00:00,BTCUSDT,M1,BULL,10:15,$ 20064.3386,$ 19912.0341,$ 18,$ 0,$ 18,LOSE,-18.00
6891001546a02db6d346,2022-11-20T10:49:03.706000+00:00,BTCUSDT,M1,BULL,10:50,$ 19797.2974,$ 19852.6079,$ 8,$ 0,$ 8,WIN,6.60
6891001e049d01868f37,2022-11-20T20:13:03.071000+00:00,BTCUSDT,M1,BULL,20:14,$ 20094.1693,$ 19974.3216,$ 35,$ 0,$ 35,LOSE,-35.00
6891002061fdf1930ede,2022-11-23T11:35:11.036000+00:00,ETHUSDT,M1,BEAR,11:36,$ 1267.2490,$ 1257.8732,$ 8,$ 0,$ 8,WIN,6.82
6891001d0bdaef59d657,2022-11-23T17:19:47.658000+00:00,ETHUSDT,M1,BEAR,17:20,$ 1271.7464,$ 1261.5828,$ 25,$ 0,$ 25,WIN,20.53
689100203d21dc7a651c,2022-11-23T20:23:45.751000+00:00,ETHUSDT,M1,BEAR,20:24,$ 1288.9686,$ 1299.1977,$ 18,$ 0,$ 18,LOSE,-18.00
6891000d8c8ebe7532f1,2022-11-24T10:33:28.341000+00:00,ETHUSDT,M1,BEAR,10:34,$ 1254.7954,$ 1247.8145,$ 8,$ 0,$ 8,WIN,7.30
689100115e9abb06c085,2022-11-24T11:18:23.745000+00:00,ETHUSDT,M1,BEAR,11:19,$ 1261.3479,$ 1258.1539,$ 50,$ 0,$ 50,WIN,42.67
68910009eacd04eb890d,2022-11-24T14:42:43.105000+00:00,ETHUSDT,M1,BEAR,14:43,$ 1279.0921,$ 1272.7310,$ 35,$ 0,$ 35,WIN,32.05
68910021f97a4c7f198d,2022-11-30T09:24:32.096000+00:00,BTCUSDT,M1,BULL,09:25,$ 19877.4260,$ 19976.4047,$ 8,$ 0,$ 8,WIN,6.88
689100189dcf89ef8537,2022-11-30T21:42:21.283000+00:00,BTCUSDT,M1,BEAR,21:43,$ 19922.0683,$ 19848.1948,$ 12,$ 0,$ 12,WIN,10.47
6891002005bd685c3ae2,2022-11-30T21:46:04.190000+00:00,BTCUSDT,M1,BEAR,21:47,$ 20016.5375,$ 20166.5792,$ 18,$ 0,$ 18,LOSE,-18.00
6891001872b979345d78,2022-12-05T14:42:02.439000+00:00,BTCUSDT,M1,BULL,14:43,$ 19631.4039,$ 19673.9659,$ 10,$ 0,$ 10,WIN,8.15
